Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
146,mscoco/images,COCO_train2014_000000480947.jpg,"[640, 427]","[379, 82, 560, 390]","[89, 20, 117, 53]","['Anticipation', 'Engagement']","[5, 9, 8]",Female,Adult
147,framesdb/images,frame_hgjcg5y89ooy0gul.jpg,"[1600, 1111]","[97, 93, 300, 655]","[100, 29, 157, 99]","['Sadness', 'Yearning']","[6, 3, 4]",Male,Adult
148,mscoco/images,COCO_val2014_000000212054.jpg,"[640, 425]","[59, 84, 258, 420]","[77, 27, 136, 99]","['Engagement', 'Happiness', 'Pleasure']","[7, 6, 8]",Female,Teenager
149,mscoco/images,COCO_train2014_000000383452.jpg,"[640, 427]","[327, 22, 521, 377]","[116, 21, 142, 53]",['Yearning'],"[4, 6, 7]",Male,Adult
150,framesdb/images,frame_hl32tqfwoavgpc0f.jpg,"[610, 310]","[160, 25, 292, 258]","[83, 21, 119, 61]","['Happiness', 'Surprise']","[6, 3, 2]",Female,Adult
151,framesdb/images,frame_i9i87bp5glxa4qgv.jpg,"[800, 529]","[74, 42, 450, 528]","[129, 54, 267, 235]","['Excitement', 'Happiness']","[6, 3, 4]",Female,Adult
152,framesdb/images,frame_dfne06yl7tjnzbdt.jpg,"[450, 320]","[123, 39, 421, 298]","[77, 19, 135, 96]","['Affection', 'Anticipation', 'Engagement', 'Happiness']","[5, 2, 9]",Female,Adult
153,mscoco/images,COCO_train2014_000000205131.jpg,"[640, 426]","[440, 66, 578, 421]","[50, 26, 91, 71]",['Disconnection'],"[6, 4, 6]",Male,Adult
154,emodb_small/images,8w9mab5ujnmma506e1.jpg,"[337, 506]","[192, 17, 337, 335]","[38, 74, 141, 173]",['Fatigue'],"[5, 1, 2]",Female,Teenager
155,mscoco/images,COCO_train2014_000000444168.jpg,"[612, 612]","[181, 13, 459, 449]","[73, 43, 164, 157]","['Affection', 'Happiness', 'Pleasure', 'Sympathy']","[9, 6, 7]",Male,Kid
156,mscoco/images,COCO_train2014_000000045659.jpg,"[586, 640]","[196, 94, 516, 579]","[65, 19, 111, 74]",['Happiness'],"[7, 9, 9]",Male,Adult
157,emodb_small/images,85e4yd4bqerachtx4a.jpg,"[321, 709]","[4, 2, 203, 320]","[63, 31, 154, 131]","['Disconnection', 'Disquietment', 'Doubt/Confusion']","[4, 4, 5]",Female,Kid
158,mscoco/images,COCO_train2014_000000208945.jpg,"[640, 426]","[113, 40, 246, 388]","[34, 12, 65, 54]",['Engagement'],"[6, 7, 5]",Male,Teenager
159,mscoco/images,COCO_val2014_000000477805.jpg,"[640, 427]","[383, 12, 584, 386]","[39, 42, 108, 150]",['Engagement'],"[5, 4, 7]",Male,Adult
160,mscoco/images,COCO_train2014_000000419767.jpg,"[640, 449]","[388, 73, 628, 448]","[33, 0, 84, 47]","['Anticipation', 'Engagement', 'Esteem']","[6, 4, 7]",Male,Adult
161,mscoco/images,COCO_train2014_000000102766.jpg,"[640, 480]","[135, 51, 367, 300]","[110, 17, 174, 109]","['Engagement', 'Excitement', 'Happiness']","[8, 6, 6]",Female,Adult
162,mscoco/images,COCO_train2014_000000305687.jpg,"[638, 640]","[178, 141, 384, 612]","[148, 21, 186, 70]",['Anticipation'],"[8, 8, 7]",Female,Adult
163,mscoco/images,COCO_val2014_000000202799.jpg,"[640, 424]","[407, 33, 500, 359]","[29, 19, 60, 57]","['Anticipation', 'Engagement', 'Excitement']","[7, 2, 8]",Male,Adult
164,framesdb/images,frame_agwju3cp0bxlvxbo.jpg,"[640, 480]","[253, 159, 486, 350]","[60, 18, 101, 73]","['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness']","[8, 8, 4]",Female,Teenager
165,mscoco/images,COCO_val2014_000000461884.jpg,"[640, 425]","[292, 217, 504, 359]","[51, 45, 82, 85]","['Anticipation', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Adult
166,mscoco/images,COCO_val2014_000000203669.jpg,"[640, 427]","[311, 70, 594, 421]","[84, 39, 137, 111]","['Anticipation', 'Engagement']","[6, 3, 9]",Male,Adult
167,mscoco/images,COCO_train2014_000000524027.jpg,"[640, 427]","[105, 66, 409, 417]","[199, 9, 244, 69]","['Anticipation', 'Engagement']","[6, 7, 7]",Male,Adult
168,mscoco/images,COCO_train2014_000000392055.jpg,"[640, 427]","[199, 9, 373, 246]","[70, 26, 109, 79]",['Yearning'],"[6, 4, 8]",Female,Teenager
169,mscoco/images,COCO_train2014_000000233143.jpg,"[640, 427]","[253, 11, 438, 323]","[79, 72, 149, 156]",['Sensitivity'],"[6, 4, 7]",Male,Kid
170,mscoco/images,COCO_train2014_000000117764.jpg,"[375, 500]","[144, 117, 330, 341]","[84, 57, 166, 142]","['Anticipation', 'Sensitivity']","[6, 4, 6]",Male,Kid
171,framesdb/images,frame_dro0zgb34a2kepgx.jpg,"[1300, 957]","[470, 125, 1192, 878]","[79, 30, 193, 172]","['Confidence', 'Engagement', 'Happiness']","[6, 6, 6]",Female,Teenager
172,mscoco/images,COCO_train2014_000000217224.jpg,"[500, 375]","[127, 129, 375, 299]","[83, 29, 116, 71]",['Esteem'],"[3, 3, 3]",Male,Teenager
173,mscoco/images,COCO_val2014_000000194532.jpg,"[640, 480]","[214, 47, 470, 347]","[71, 19, 105, 69]","['Engagement', 'Excitement', 'Happiness']","[8, 9, 10]",Female,Adult
174,mscoco/images,COCO_train2014_000000483769.jpg,"[640, 341]","[259, 46, 363, 250]","[20, 20, 56, 61]",['Happiness'],"[8, 6, 9]",Female,Adult
175,mscoco/images,COCO_train2014_000000483769.jpg,"[640, 341]","[59, 169, 214, 336]","[47, 22, 87, 71]",['Engagement'],"[8, 4, 3]",Female,Adult
176,framesdb/images,frame_cmwvbpa676fz8xne.jpg,"[640, 487]","[178, 88, 341, 484]","[56, 27, 80, 59]","['Affection', 'Engagement', 'Happiness']","[7, 5, 7]",Female,Adult
177,framesdb/images,frame_cmwvbpa676fz8xne.jpg,"[640, 487]","[308, 52, 448, 459]","[42, 13, 75, 57]","['Affection', 'Happiness']","[5, 2, 9]",Male,Adult
178,mscoco/images,COCO_train2014_000000508449.jpg,"[640, 425]","[374, 76, 624, 419]","[124, 27, 189, 110]",['Disquietment'],"[8, 6, 2]",Female,Adult
179,mscoco/images,COCO_train2014_000000328676.jpg,"[640, 427]","[171, 76, 290, 261]","[36, 23, 70, 61]","['Excitement', 'Happiness']","[6, 6, 7]",Male,Kid
180,mscoco/images,COCO_train2014_000000490801.jpg,"[610, 635]","[100, 103, 295, 404]","[47, 43, 107, 124]","['Disquietment', 'Engagement']","[5, 7, 5]",Female,Adult
181,mscoco/images,COCO_train2014_000000490801.jpg,"[610, 635]","[18, 283, 218, 500]","[70, 45, 141, 125]",['Engagement'],"[7, 7, 8]",Male,Kid
182,mscoco/images,COCO_train2014_000000475932.jpg,"[640, 487]","[158, 63, 400, 471]","[98, 31, 142, 86]",['Anticipation'],"[7, 7, 6]",Male,Teenager
183,mscoco/images,COCO_train2014_000000475932.jpg,"[640, 487]","[379, 78, 628, 457]","[69, 28, 114, 86]","['Confidence', 'Engagement', 'Happiness', 'Pleasure', 'Sympathy']","[8, 3, 9]",Male,Teenager
184,framesdb/images,frame_egot35ej6dqtyuvz.jpg,"[572, 423]","[255, 104, 347, 380]","[42, 15, 63, 42]",['Happiness'],"[6, 5, 7]",Male,Adult
185,framesdb/images,frame_3s4re47ibjv2yfmm.jpg,"[609, 406]","[350, 5, 606, 397]","[102, 0, 190, 108]","['Happiness', 'Pleasure']","[6, 4, 6]",Female,Adult
186,mscoco/images,COCO_train2014_000000258853.jpg,"[500, 375]","[174, 43, 329, 369]","[41, 30, 82, 86]",['Yearning'],"[7, 5, 6]",Female,Teenager
187,mscoco/images,COCO_val2014_000000527733.jpg,"[640, 480]","[7, 102, 244, 474]","[106, 35, 147, 106]","['Engagement', 'Excitement', 'Happiness']","[6, 5, 6]",Male,Adult
188,mscoco/images,COCO_train2014_000000572215.jpg,"[640, 428]","[242, 53, 443, 393]","[66, 8, 100, 54]",['Engagement'],"[5, 4, 5]",Male,Adult
189,framesdb/images,frame_4tdwa014fryeivdi.jpg,"[1000, 708]","[648, 48, 850, 690]","[59, 61, 115, 132]","['Engagement', 'Pleasure']","[7, 4, 3]",Female,Adult
190,framesdb/images,frame_4tdwa014fryeivdi.jpg,"[1000, 708]","[169, 53, 335, 686]","[68, 44, 122, 111]",['Engagement'],"[8, 6, 7]",Female,Adult
191,framesdb/images,frame_4tdwa014fryeivdi.jpg,"[1000, 708]","[498, 70, 650, 605]","[51, 41, 100, 111]",['Sympathy'],"[8, 7, 7]",Female,Adult
192,mscoco/images,COCO_train2014_000000091642.jpg,"[640, 427]","[232, 38, 428, 421]","[80, 112, 122, 159]","['Confidence', 'Excitement', 'Happiness', 'Pleasure']","[8, 4, 6]",Female,Adult
193,mscoco/images,COCO_train2014_000000091642.jpg,"[640, 427]","[35, 38, 266, 417]","[125, 108, 164, 154]","['Confidence', 'Esteem', 'Excitement', 'Happiness', 'Pleasure']","[9, 6, 9]",Female,Adult
194,mscoco/images,COCO_train2014_000000469667.jpg,"[500, 334]","[42, 5, 435, 328]","[233, 56, 335, 181]",['Surprise'],"[4, 6, 6]",Male,Kid
195,mscoco/images,COCO_val2014_000000568765.jpg,"[640, 427]","[38, 31, 202, 418]","[90, 28, 124, 66]","['Confidence', 'Engagement', 'Peace']","[5, 5, 9]",Male,Adult
196,framesdb/images,frame_0aq5syw399y8i84x.jpg,"[2816, 2112]","[1947, 755, 2580, 2111]","[59, 81, 168, 221]",['Engagement'],"[5, 2, 8]",Male,Adult
197,mscoco/images,COCO_val2014_000000142620.jpg,"[640, 426]","[269, 5, 628, 419]","[108, 47, 171, 137]","['Disconnection', 'Happiness']","[6, 4, 7]",Male,Adult
198,mscoco/images,COCO_train2014_000000122802.jpg,"[640, 427]","[136, 185, 296, 388]","[109, 9, 138, 46]","['Anticipation', 'Engagement']","[8, 4, 5]",Female,Adult
199,mscoco/images,COCO_train2014_000000301200.jpg,"[640, 427]","[165, 40, 556, 420]","[171, 33, 273, 176]",['Anticipation'],"[5, 4, 7]",Female,Adult
200,framesdb/images,frame_9pwj5e0e3540mhk2.jpg,"[1000, 1000]","[74, 55, 927, 963]","[393, 80, 572, 375]","['Affection', 'Fatigue']","[3, 1, 1]",Male,Kid
201,emodb_small/images,gfyoe3zypsw0svkvot.jpg,"[362, 644]","[193, 4, 362, 362]","[71, 61, 183, 223]","['Anger', 'Annoyance', 'Disapproval']","[2, 3, 4]",Female,Kid
202,mscoco/images,COCO_train2014_000000103166.jpg,"[640, 426]","[254, 33, 405, 364]","[53, 26, 88, 66]","['Excitement', 'Happiness']","[8, 4, 7]",Male,Kid
203,framesdb/images,frame_apuu489hshsoqtl6.jpg,"[607, 665]","[145, 253, 493, 661]","[152, 78, 220, 176]","['Embarrassment', 'Engagement', 'Suffering']","[5, 6, 5]",Male,Adult
204,mscoco/images,COCO_train2014_000000139429.jpg,"[640, 480]","[339, 73, 480, 436]","[41, 24, 77, 69]","['Happiness', 'Peace']","[7, 4, 6]",Female,Adult
205,mscoco/images,COCO_train2014_000000139429.jpg,"[640, 480]","[155, 86, 289, 438]","[68, 17, 107, 66]","['Disconnection', 'Peace']","[7, 7, 10]",Female,Teenager
206,framesdb/images,frame_74lvswsq4ypb5np5.jpg,"[852, 480]","[463, 133, 599, 352]","[85, 10, 116, 47]","['Anticipation', 'Engagement', 'Happiness']","[7, 6, 5]",Male,Adult
207,mscoco/images,COCO_train2014_000000067117.jpg,"[426, 640]","[120, 106, 231, 403]","[27, 12, 54, 45]","['Anticipation', 'Engagement']","[7, 7, 7]",Male,Adult
208,mscoco/images,COCO_train2014_000000456800.jpg,"[640, 501]","[304, 44, 554, 305]","[15, 27, 79, 111]","['Anticipation', 'Fatigue', 'Happiness']","[5, 6, 7]",Female,Adult
209,mscoco/images,COCO_train2014_000000050597.jpg,"[640, 480]","[167, 79, 431, 472]","[60, 30, 151, 153]",['Peace'],"[5, 3, 2]",Female,Kid
210,mscoco/images,COCO_train2014_000000177658.jpg,"[640, 480]","[316, 5, 506, 298]","[21, 40, 85, 127]",['Engagement'],"[6, 4, 6]",Female,Adult
211,mscoco/images,COCO_train2014_000000177658.jpg,"[640, 480]","[206, 85, 370, 343]","[49, 50, 107, 122]",['Engagement'],"[8, 9, 10]",Female,Teenager
212,mscoco/images,COCO_train2014_000000525572.jpg,"[640, 426]","[25, 47, 566, 425]","[262, 44, 321, 117]","['Confidence', 'Engagement', 'Happiness']","[6, 7, 7]",Female,Adult
213,mscoco/images,COCO_train2014_000000206801.jpg,"[640, 427]","[95, 23, 555, 419]","[159, 83, 320, 305]",['Doubt/Confusion'],"[4, 7, 4]",Female,Adult
214,framesdb/images,frame_i1gbq80jq8yd2tjk.jpg,"[600, 400]","[113, 150, 203, 383]","[43, 15, 59, 36]",['Engagement'],"[7, 3, 2]",Female,Adult
215,framesdb/images,frame_i257k79i9orxw84k.jpg,"[634, 613]","[93, 61, 240, 474]","[37, 3, 86, 69]","['Fear', 'Sadness', 'Suffering']","[5, 3, 4]",Female,Adult
216,framesdb/images,frame_i257k79i9orxw84k.jpg,"[634, 613]","[1, 36, 127, 386]","[5, 34, 55, 93]","['Fear', 'Sadness']","[5, 3, 4]",Female,Adult
217,mscoco/images,COCO_train2014_000000189810.jpg,"[500, 336]","[311, 56, 400, 288]","[21, 31, 58, 82]","['Engagement', 'Peace']","[6, 4, 6]",Male,Adult
218,mscoco/images,COCO_train2014_000000318175.jpg,"[623, 640]","[420, 29, 602, 547]","[63, 33, 111, 99]","['Engagement', 'Excitement', 'Happiness']","[6, 5, 7]",Male,Adult
219,framesdb/images,frame_d998hookcg6inu0j.jpg,"[766, 511]","[244, 145, 583, 510]","[59, 34, 116, 109]",['Disconnection'],"[5, 2, 9]",Female,Adult
220,framesdb/images,frame_d998hookcg6inu0j.jpg,"[766, 511]","[428, 132, 510, 236]","[12, 25, 58, 83]","['Anticipation', 'Engagement', 'Happiness']","[4, 6, 5]",Male,Adult
221,mscoco/images,COCO_train2014_000000333684.jpg,"[640, 424]","[52, 73, 262, 361]","[100, 35, 146, 95]",['Yearning'],"[7, 6, 7]",Female,Adult
222,mscoco/images,COCO_train2014_000000031590.jpg,"[640, 427]","[47, 81, 327, 420]","[144, 40, 192, 91]",['Happiness'],"[4, 4, 4]",Male,Adult
223,mscoco/images,COCO_val2014_000000543025.jpg,"[640, 426]","[76, 44, 190, 401]","[62, 15, 92, 50]",['Engagement'],"[6, 4, 6]",Male,Adult
224,mscoco/images,COCO_train2014_000000512298.jpg,"[640, 480]","[268, 23, 384, 318]","[20, 16, 50, 50]","['Engagement', 'Excitement', 'Pleasure']","[4, 6, 9]",Female,Adult
225,mscoco/images,COCO_train2014_000000473373.jpg,"[500, 332]","[170, 8, 426, 309]","[110, 58, 195, 168]",['Engagement'],"[4, 3, 2]",Male,Kid
226,mscoco/images,COCO_val2014_000000078060.jpg,"[640, 480]","[248, 175, 400, 472]","[67, 13, 104, 56]","['Happiness', 'Peace']","[8, 2, 6]",Male,Kid
227,mscoco/images,COCO_train2014_000000335321.jpg,"[427, 640]","[53, 49, 148, 311]","[15, 23, 38, 56]","['Anticipation', 'Happiness']","[8, 2, 8]",Male,Kid
228,mscoco/images,COCO_train2014_000000134496.jpg,"[640, 427]","[137, 31, 253, 407]","[35, 14, 72, 62]",['Peace'],"[7, 9, 10]",Male,Adult
229,mscoco/images,COCO_train2014_000000236759.jpg,"[640, 480]","[198, 17, 541, 479]","[128, 19, 198, 110]",['Engagement'],"[4, 4, 7]",Male,Adult
230,mscoco/images,COCO_val2014_000000143961.jpg,"[640, 356]","[482, 178, 601, 345]","[0, 108, 26, 156]","['Engagement', 'Sympathy']","[5, 6, 6]",Male,Adult
231,mscoco/images,COCO_train2014_000000104888.jpg,"[640, 428]","[196, 43, 436, 422]","[84, 54, 175, 169]",['Doubt/Confusion'],"[4, 4, 4]",Male,Kid
232,mscoco/images,COCO_train2014_000000490087.jpg,"[640, 427]","[139, 27, 435, 373]","[131, 30, 227, 129]",['Happiness'],"[10, 8, 10]",Female,Adult
233,mscoco/images,COCO_train2014_000000385913.jpg,"[640, 480]","[293, 66, 517, 388]","[64, 25, 117, 91]","['Engagement', 'Excitement', 'Happiness']","[8, 5, 7]",Male,Adult
234,mscoco/images,COCO_train2014_000000385913.jpg,"[640, 480]","[303, 64, 447, 380]","[53, 26, 105, 93]","['Confidence', 'Excitement']","[7, 4, 9]",Female,Adult
235,mscoco/images,COCO_train2014_000000410441.jpg,"[640, 480]","[178, 110, 478, 348]","[87, 20, 194, 161]","['Anticipation', 'Aversion', 'Disapproval']","[5, 7, 9]",Male,Teenager
236,mscoco/images,COCO_train2014_000000071005.jpg,"[640, 480]","[63, 105, 314, 479]","[120, 28, 204, 137]","['Confidence', 'Happiness']","[8, 7, 8]",Male,Adult
237,mscoco/images,COCO_train2014_000000071005.jpg,"[640, 480]","[353, 163, 606, 473]","[65, 25, 141, 126]","['Engagement', 'Excitement', 'Happiness']","[8, 6, 7]",Female,Adult
238,mscoco/images,COCO_train2014_000000445462.jpg,"[640, 480]","[440, 101, 584, 360]","[84, 22, 117, 61]","['Disconnection', 'Engagement']","[4, 4, 7]",Female,Adult
239,mscoco/images,COCO_val2014_000000581245.jpg,"[640, 423]","[305, 11, 628, 422]","[153, 43, 197, 105]",['Engagement'],"[7, 7, 7]",Female,Adult
240,mscoco/images,COCO_val2014_000000114033.jpg,"[480, 640]","[130, 37, 312, 391]","[95, 271, 150, 336]","['Anticipation', 'Engagement', 'Excitement']","[7, 6, 7]",Male,Kid
241,mscoco/images,COCO_train2014_000000024716.jpg,"[640, 479]","[240, 5, 504, 276]","[157, 6, 270, 165]","['Anticipation', 'Happiness']","[10, 8, 1]",Female,Kid
242,mscoco/images,COCO_train2014_000000034816.jpg,"[640, 427]","[58, 78, 537, 426]","[168, 57, 313, 246]","['Disquietment', 'Embarrassment', 'Engagement']","[2, 2, 2]",Male,Adult
243,framesdb/images,frame_h43vok560prd2fs0.jpg,"[1100, 745]","[601, 160, 788, 548]","[31, 52, 86, 125]",['Engagement'],"[5, 6, 6]",Male,Adult
244,mscoco/images,COCO_val2014_000000501875.jpg,"[640, 427]","[124, 134, 344, 422]","[86, 13, 140, 80]","['Anticipation', 'Confidence', 'Disquietment']","[3, 6, 7]",Female,Adult
245,mscoco/images,COCO_val2014_000000213359.jpg,"[427, 640]","[28, 55, 365, 408]","[155, 29, 253, 152]","['Engagement', 'Excitement']","[8, 5, 8]",Male,Adult
246,mscoco/images,COCO_train2014_000000296257.jpg,"[640, 480]","[216, 88, 373, 414]","[66, 20, 98, 58]",['Confidence'],"[4, 6, 6]",Male,Adult
247,framesdb/images,frame_b4zarwebaimcsflc.jpg,"[525, 376]","[385, 10, 506, 369]","[26, 5, 58, 42]",['Engagement'],"[5, 3, 3]",Male,Adult
248,mscoco/images,COCO_val2014_000000177338.jpg,"[640, 427]","[405, 11, 571, 244]","[73, 19, 104, 54]","['Engagement', 'Happiness']","[8, 7, 9]",Male,Adult
249,framesdb/images,frame_d8e8zt0xx79rhd3a.jpg,"[2592, 1936]","[934, 449, 1615, 1935]","[270, 49, 474, 295]","['Affection', 'Confidence', 'Engagement', 'Happiness']","[6, 4, 7]",Female,Teenager
250,mscoco/images,COCO_train2014_000000251754.jpg,"[640, 457]","[391, 42, 544, 447]","[58, 17, 95, 60]","['Engagement', 'Happiness']","[4, 4, 4]",Male,Adult
251,mscoco/images,COCO_train2014_000000251754.jpg,"[640, 457]","[232, 49, 365, 415]","[46, 17, 79, 56]",['Excitement'],"[6, 6, 6]",Male,Adult
252,framesdb/images,frame_dy0xnq4fy1sn1ra8.jpg,"[4288, 2416]","[3389, 785, 4257, 2415]","[372, 94, 566, 309]","['Anticipation', 'Engagement']","[5, 2, 9]",Female,Adult
253,framesdb/images,frame_dy0xnq4fy1sn1ra8.jpg,"[4288, 2416]","[3566, 611, 3793, 982]","[37, 16, 91, 88]",['Disconnection'],"[5, 4, 5]",Female,Adult
254,mscoco/images,COCO_val2014_000000523953.jpg,"[500, 393]","[140, 108, 331, 252]","[126, 23, 165, 69]",['Fatigue'],"[4, 2, 9]",Male,Kid
255,mscoco/images,COCO_val2014_000000558294.jpg,"[640, 458]","[349, 31, 492, 429]","[25, 14, 60, 55]","['Confidence', 'Peace']","[7, 6, 7]",Male,Adult
256,mscoco/images,COCO_val2014_000000558294.jpg,"[640, 458]","[462, 44, 616, 437]","[25, 12, 57, 52]",['Sympathy'],"[7, 7, 7]",Male,Adult
257,mscoco/images,COCO_train2014_000000078358.jpg,"[640, 428]","[261, 80, 445, 328]","[74, 15, 110, 62]","['Confidence', 'Esteem', 'Happiness']","[7, 5, 8]",Male,Adult
258,mscoco/images,COCO_train2014_000000360475.jpg,"[640, 427]","[57, 36, 484, 421]","[116, 28, 193, 143]","['Confidence', 'Happiness']","[6, 9, 9]",Male,Adult
259,framesdb/images,frame_bkl5huma5k3qm9ud.jpg,"[960, 360]","[488, 37, 652, 305]","[32, 60, 86, 132]","['Confidence', 'Engagement']","[6, 7, 7]",Female,Adult
260,mscoco/images,COCO_val2014_000000483368.jpg,"[640, 433]","[21, 15, 247, 414]","[103, 19, 142, 69]","['Anticipation', 'Confidence', 'Excitement', 'Pleasure']","[5, 9, 8]",Male,Teenager
261,mscoco/images,COCO_train2014_000000183538.jpg,"[640, 425]","[195, 82, 351, 247]","[94, 10, 140, 70]",['Doubt/Confusion'],"[6, 4, 6]",Male,Adult
262,framesdb/images,frame_gdirkxdgr1qxyd90.jpg,"[1300, 866]","[689, 403, 1243, 853]","[219, 37, 344, 201]","['Happiness', 'Pain']","[6, 2, 7]",Male,Adult
263,framesdb/images,frame_gdirkxdgr1qxyd90.jpg,"[1300, 866]","[916, 37, 1178, 632]","[0, 402, 115, 566]",['Engagement'],"[6, 3, 3]",Female,Adult
264,framesdb/images,frame_jjko64pib60qhjet.jpg,"[1200, 1600]","[344, 398, 781, 1466]","[194, 30, 281, 135]","['Confidence', 'Sadness', 'Suffering']","[5, 3, 2]",Male,Adult
265,mscoco/images,COCO_train2014_000000247126.jpg,"[640, 480]","[162, 143, 270, 392]","[40, 8, 67, 40]","['Confidence', 'Engagement']","[5, 7, 7]",Male,Adult
266,framesdb/images,frame_lanjguyxen110f2o.jpg,"[1024, 683]","[325, 245, 475, 455]","[74, 29, 117, 91]",['Happiness'],"[7, 3, 8]",Male,Adult
267,framesdb/images,frame_lanjguyxen110f2o.jpg,"[1024, 683]","[703, 202, 969, 559]","[70, 9, 126, 89]","['Peace', 'Pleasure']","[6, 5, 7]",Male,Adult
268,framesdb/images,frame_lanjguyxen110f2o.jpg,"[1024, 683]","[31, 230, 355, 639]","[176, 28, 226, 98]","['Confidence', 'Happiness', 'Peace']","[8, 3, 8]",Female,Adult
269,mscoco/images,COCO_train2014_000000444171.jpg,"[640, 427]","[185, 79, 354, 390]","[49, 41, 100, 127]","['Engagement', 'Esteem', 'Sympathy']","[5, 4, 5]",Female,Kid
270,mscoco/images,COCO_train2014_000000444171.jpg,"[640, 427]","[268, 39, 520, 344]","[90, 46, 160, 127]","['Engagement', 'Peace']","[7, 3, 7]",Male,Kid
271,mscoco/images,COCO_train2014_000000220417.jpg,"[640, 496]","[269, 101, 405, 493]","[9, 23, 51, 63]",['Anticipation'],"[6, 4, 7]",Male,Adult
272,emodb_small/images,3ehhn46l9yimyuaed8.jpg,"[919, 1080]","[626, 55, 919, 915]","[55, 25, 190, 235]","['Confidence', 'Excitement', 'Happiness']","[6, 4, 4]",Male,Adult
273,emodb_small/images,3ehhn46l9yimyuaed8.jpg,"[919, 1080]","[2, 37, 782, 917]","[677, 43, 800, 253]","['Affection', 'Confidence', 'Engagement', 'Happiness', 'Pleasure']","[5, 4, 7]",Male,Adult
274,framesdb/images,frame_iki3j35k80cw0t6v.jpg,"[1632, 918]","[549, 409, 633, 711]","[22, 22, 47, 55]",['Confidence'],"[5, 3, 3]",Female,Adult
275,mscoco/images,COCO_val2014_000000265719.jpg,"[640, 480]","[7, 45, 452, 476]","[248, 50, 355, 184]","['Confidence', 'Happiness', 'Pleasure']","[8, 9, 9]",Male,Adult
276,mscoco/images,COCO_train2014_000000296153.jpg,"[480, 640]","[193, 199, 362, 447]","[39, 21, 118, 120]",['Embarrassment'],"[4, 5, 4]",Female,Adult
277,mscoco/images,COCO_val2014_000000260994.jpg,"[640, 427]","[109, 32, 359, 420]","[95, 20, 158, 104]",['Engagement'],"[6, 5, 9]",Male,Adult
278,mscoco/images,COCO_train2014_000000159768.jpg,"[640, 480]","[375, 67, 610, 344]","[56, 21, 124, 116]",['Yearning'],"[6, 4, 6]",Male,Adult
279,mscoco/images,COCO_train2014_000000159768.jpg,"[640, 480]","[48, 62, 279, 299]","[97, 32, 156, 114]","['Engagement', 'Excitement', 'Happiness', 'Pleasure']","[7, 4, 6]",Male,Adult
280,mscoco/images,COCO_train2014_000000422583.jpg,"[640, 536]","[281, 70, 486, 421]","[102, 53, 136, 91]","['Anticipation', 'Engagement']","[7, 10, 10]",Male,Adult
281,framesdb/images,frame_buzpuitr3r0g31br.jpg,"[3072, 2304]","[185, 806, 752, 1553]","[273, 79, 377, 209]","['Anticipation', 'Confidence', 'Esteem']","[5, 2, 9]",Male,Adult
282,mscoco/images,COCO_val2014_000000544120.jpg,"[640, 478]","[32, 5, 355, 253]","[203, 0, 286, 105]","['Excitement', 'Happiness']","[9, 7, 10]",Female,Teenager
